Feature,Compartment,Feature Group,Function,Channel,Function_Comment#1,Function_Comment#2,TP,FP,TN,FN,PPV,BA,AUC_ROC,AUC_PR,F1_Score,MCC,Sensitivity,Specificity
Cytoplasm_Correlation_Overlap_Mito_RNA,Cytoplasm,Correlation,Overlap,Mito,RNA,,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Cytoplasm_Correlation_RWC_Mito_AGP,Cytoplasm,Correlation,RWC,Mito,AGP,,0,0,401,85,0,0.5,0.56,0.22,0,0,0,1
Cytoplasm_Correlation_RWC_Mito_DNA,Cytoplasm,Correlation,RWC,Mito,DNA,,0,0,401,85,0,0.5,0.61,0.23,0,0,0,1
Cytoplasm_Correlation_RWC_Mito_ER,Cytoplasm,Correlation,RWC,Mito,ER,,0,0,401,85,0,0.5,0.62,0.24,0,0,0,1
Cytoplasm_Correlation_RWC_Mito_RNA,Cytoplasm,Correlation,RWC,Mito,RNA,,0,0,401,85,0,0.5,0.56,0.22,0,0,0,1
Cytoplasm_Granularity_1_Mito,Cytoplasm,Granularity,1,Mito,,,0,0,401,85,0,0.5,0.59,0.24,0,0,0,1
Cytoplasm_Granularity_10_Mito,Cytoplasm,Granularity,10,Mito,,,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cytoplasm_Granularity_11_Mito,Cytoplasm,Granularity,11,Mito,,,0,0,401,85,0,0.5,0.52,0.18,0,0,0,1
Cytoplasm_Granularity_12_Mito,Cytoplasm,Granularity,12,Mito,,,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Cytoplasm_Granularity_13_Mito,Cytoplasm,Granularity,13,Mito,,,0,0,401,85,0,0.5,0.52,0.18,0,0,0,1
Cytoplasm_Granularity_14_Mito,Cytoplasm,Granularity,14,Mito,,,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cytoplasm_Granularity_15_Mito,Cytoplasm,Granularity,15,Mito,,,0,0,401,85,0,0.5,0.55,0.19,0,0,0,1
Cytoplasm_Granularity_16_Mito,Cytoplasm,Granularity,16,Mito,,,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Cytoplasm_Granularity_2_Mito,Cytoplasm,Granularity,2,Mito,,,4,1,400,81,0.8,0.52,0.52,0.2,0.09,0.167771653,0.05,1
Cytoplasm_Granularity_3_Mito,Cytoplasm,Granularity,3,Mito,,,4,1,400,81,0.8,0.52,0.52,0.2,0.09,0.167771653,0.05,1
Cytoplasm_Granularity_4_Mito,Cytoplasm,Granularity,4,Mito,,,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cytoplasm_Granularity_5_Mito,Cytoplasm,Granularity,5,Mito,,,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Cytoplasm_Granularity_6_Mito,Cytoplasm,Granularity,6,Mito,,,0,0,401,85,0,0.5,0.62,0.23,0,0,0,1
Cytoplasm_Granularity_7_Mito,Cytoplasm,Granularity,7,Mito,,,0,0,401,85,0,0.5,0.6,0.22,0,0,0,1
Cytoplasm_Granularity_8_Mito,Cytoplasm,Granularity,8,Mito,,,0,0,401,85,0,0.5,0.6,0.21,0,0,0,1
Cytoplasm_Granularity_9_Mito,Cytoplasm,Granularity,9,Mito,,,0,0,401,85,0,0.5,0.58,0.2,0,0,0,1
Cytoplasm_Intensity_IntegratedIntensity_Mito,Cytoplasm,Intensity,IntegratedIntensity,Mito,,,0,0,401,85,0,0.5,0.57,0.22,0,0,0,1
Cytoplasm_Intensity_IntegratedIntensityEdge_Mito,Cytoplasm,Intensity,IntegratedIntensityEdge,Mito,,,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Cytoplasm_Intensity_LowerQuartileIntensity_Mito,Cytoplasm,Intensity,LowerQuartileIntensity,Mito,,,0,0,401,85,0,0.5,0.58,0.2,0,0,0,1
Cytoplasm_Intensity_MADIntensity_Mito,Cytoplasm,Intensity,MADIntensity,Mito,,,12,11,390,73,0.52,0.56,0.56,0.22,0.22,0.203497809,0.14,0.97
Cytoplasm_Intensity_MassDisplacement_Mito,Cytoplasm,Intensity,MassDisplacement,Mito,,,0,0,401,85,0,0.5,0.58,0.22,0,0,0,1
Cytoplasm_Intensity_MaxIntensity_Mito,Cytoplasm,Intensity,MaxIntensity,Mito,,,6,2,399,79,0.75,0.53,0.53,0.22,0.13,0.195853442,0.07,1
Cytoplasm_Intensity_MaxIntensityEdge_Mito,Cytoplasm,Intensity,MaxIntensityEdge,Mito,,,6,3,398,79,0.67,0.53,0.53,0.21,0.13,0.177819063,0.07,0.99
Cytoplasm_Intensity_MeanIntensity_Mito,Cytoplasm,Intensity,MeanIntensity,Mito,,,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cytoplasm_Intensity_MeanIntensityEdge_Mito,Cytoplasm,Intensity,MeanIntensityEdge,Mito,,,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cytoplasm_Intensity_MedianIntensity_Mito,Cytoplasm,Intensity,MedianIntensity,Mito,,,4,2,399,81,0.67,0.52,0.52,0.2,0.09,0.144734231,0.05,1
Cytoplasm_Intensity_MinIntensity_Mito,Cytoplasm,Intensity,MinIntensity,Mito,,,0,0,401,85,0,0.5,0.6,0.21,0,0,0,1
Cytoplasm_Intensity_MinIntensityEdge_Mito,Cytoplasm,Intensity,MinIntensityEdge,Mito,,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cytoplasm_Intensity_StdIntensity_Mito,Cytoplasm,Intensity,StdIntensity,Mito,,,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Cytoplasm_Intensity_StdIntensityEdge_Mito,Cytoplasm,Intensity,StdIntensityEdge,Mito,,,7,3,398,78,0.7,0.54,0.54,0.22,0.15,0.200352859,0.08,0.99
Cytoplasm_Intensity_UpperQuartileIntensity_Mito,Cytoplasm,Intensity,UpperQuartileIntensity,Mito,,,5,3,398,80,0.62,0.53,0.53,0.2,0.11,0.153284223,0.06,0.99
Cytoplasm_Location_CenterMassIntensity_X_Mito,Cytoplasm,Location,CenterMassIntensity,Mito,X,,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cytoplasm_Location_CenterMassIntensity_Y_Mito,Cytoplasm,Location,CenterMassIntensity,Mito,Y,,4,3,398,81,0.57,0.52,0.52,0.19,0.09,0.126186683,0.05,0.99
Cytoplasm_Location_MaxIntensity_X_Mito,Cytoplasm,Location,MaxIntensity,Mito,X,,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Cytoplasm_Location_MaxIntensity_Y_Mito,Cytoplasm,Location,MaxIntensity,Mito,Y,,5,3,398,80,0.62,0.53,0.53,0.2,0.11,0.153284223,0.06,0.99
Cytoplasm_RadialDistribution_FracAtD_Mito_1of4,Cytoplasm,RadialDistribution,FracAtD,Mito,1of4,,5,2,399,80,0.71,0.53,0.53,0.21,0.11,0.171647563,0.06,1
Cytoplasm_RadialDistribution_FracAtD_Mito_2of4,Cytoplasm,RadialDistribution,FracAtD,Mito,2of4,,6,3,398,79,0.67,0.53,0.53,0.21,0.13,0.177819063,0.07,0.99
Cytoplasm_RadialDistribution_FracAtD_Mito_3of4,Cytoplasm,RadialDistribution,FracAtD,Mito,3of4,,6,1,400,79,0.86,0.53,0.53,0.22,0.13,0.217108444,0.07,1
Cytoplasm_RadialDistribution_FracAtD_Mito_4of4,Cytoplasm,RadialDistribution,FracAtD,Mito,4of4,,9,8,393,76,0.53,0.54,0.54,0.21,0.18,0.177675211,0.11,0.98
Cytoplasm_RadialDistribution_MeanFrac_Mito_1of4,Cytoplasm,RadialDistribution,MeanFrac,Mito,1of4,,4,3,398,81,0.57,0.52,0.52,0.19,0.09,0.126186683,0.05,0.99
Cytoplasm_RadialDistribution_MeanFrac_Mito_2of4,Cytoplasm,RadialDistribution,MeanFrac,Mito,2of4,,4,3,398,81,0.57,0.52,0.52,0.19,0.09,0.126186683,0.05,0.99
Cytoplasm_RadialDistribution_MeanFrac_Mito_3of4,Cytoplasm,RadialDistribution,MeanFrac,Mito,3of4,,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cytoplasm_RadialDistribution_MeanFrac_Mito_4of4,Cytoplasm,RadialDistribution,MeanFrac,Mito,4of4,,4,1,400,81,0.8,0.52,0.52,0.2,0.09,0.167771653,0.05,1
Cytoplasm_RadialDistribution_RadialCV_Mito_1of4,Cytoplasm,RadialDistribution,RadialCV,Mito,1of4,,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cytoplasm_RadialDistribution_RadialCV_Mito_2of4,Cytoplasm,RadialDistribution,RadialCV,Mito,2of4,,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Cytoplasm_RadialDistribution_RadialCV_Mito_3of4,Cytoplasm,RadialDistribution,RadialCV,Mito,3of4,,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Cytoplasm_RadialDistribution_RadialCV_Mito_4of4,Cytoplasm,RadialDistribution,RadialCV,Mito,4of4,,0,0,401,85,0,0.5,0.6,0.24,0,0,0,1
Cytoplasm_Texture_AngularSecondMoment_Mito_10_0,Cytoplasm,Texture,AngularSecondMoment,Mito,10,0,4,1,400,81,0.8,0.52,0.52,0.2,0.09,0.167771653,0.05,1
Cytoplasm_Texture_AngularSecondMoment_Mito_3_0,Cytoplasm,Texture,AngularSecondMoment,Mito,3,0,4,1,400,81,0.8,0.52,0.52,0.2,0.09,0.167771653,0.05,1
Cytoplasm_Texture_AngularSecondMoment_Mito_5_0,Cytoplasm,Texture,AngularSecondMoment,Mito,5,0,0,0,401,85,0,0.5,0.55,0.21,0,0,0,1
Cytoplasm_Texture_Contrast_Mito_10_0,Cytoplasm,Texture,Contrast,Mito,10,0,0,0,401,85,0,0.5,0.56,0.22,0,0,0,1
Cytoplasm_Texture_Contrast_Mito_3_0,Cytoplasm,Texture,Contrast,Mito,3,0,0,0,401,85,0,0.5,0.53,0.2,0,0,0,1
Cytoplasm_Texture_Contrast_Mito_5_0,Cytoplasm,Texture,Contrast,Mito,5,0,4,1,400,81,0.8,0.52,0.52,0.2,0.09,0.167771653,0.05,1
Cytoplasm_Texture_Correlation_Mito_10_0,Cytoplasm,Texture,Correlation,Mito,10,0,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Cytoplasm_Texture_Correlation_Mito_3_0,Cytoplasm,Texture,Correlation,Mito,3,0,4,3,398,81,0.57,0.52,0.52,0.19,0.09,0.126186683,0.05,0.99
Cytoplasm_Texture_Correlation_Mito_5_0,Cytoplasm,Texture,Correlation,Mito,5,0,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Cytoplasm_Texture_DifferenceEntropy_Mito_10_0,Cytoplasm,Texture,DifferenceEntropy,Mito,10,0,0,0,401,85,0,0.5,0.57,0.22,0,0,0,1
Cytoplasm_Texture_DifferenceEntropy_Mito_3_0,Cytoplasm,Texture,DifferenceEntropy,Mito,3,0,4,3,398,81,0.57,0.52,0.52,0.19,0.09,0.126186683,0.05,0.99
Cytoplasm_Texture_DifferenceEntropy_Mito_5_0,Cytoplasm,Texture,DifferenceEntropy,Mito,5,0,4,1,400,81,0.8,0.52,0.52,0.2,0.09,0.167771653,0.05,1
Cytoplasm_Texture_DifferenceVariance_Mito_10_0,Cytoplasm,Texture,DifferenceVariance,Mito,10,0,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Cytoplasm_Texture_DifferenceVariance_Mito_3_0,Cytoplasm,Texture,DifferenceVariance,Mito,3,0,4,2,399,81,0.67,0.52,0.52,0.2,0.09,0.144734231,0.05,1
Cytoplasm_Texture_DifferenceVariance_Mito_5_0,Cytoplasm,Texture,DifferenceVariance,Mito,5,0,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cytoplasm_Texture_Entropy_Mito_10_0,Cytoplasm,Texture,Entropy,Mito,10,0,4,1,400,81,0.8,0.52,0.52,0.2,0.09,0.167771653,0.05,1
Cytoplasm_Texture_Entropy_Mito_3_0,Cytoplasm,Texture,Entropy,Mito,3,0,4,1,400,81,0.8,0.52,0.52,0.2,0.09,0.167771653,0.05,1
Cytoplasm_Texture_Entropy_Mito_5_0,Cytoplasm,Texture,Entropy,Mito,5,0,5,1,400,80,0.83,0.53,0.53,0.21,0.11,0.193786418,0.06,1
Cytoplasm_Texture_Gabor_Mito_10,Cytoplasm,Texture,Gabor,Mito,10,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cytoplasm_Texture_Gabor_Mito_3,Cytoplasm,Texture,Gabor,Mito,3,,0,0,401,85,0,0.5,0.61,0.22,0,0,0,1
Cytoplasm_Texture_Gabor_Mito_5,Cytoplasm,Texture,Gabor,Mito,5,,0,0,401,85,0,0.5,0.59,0.22,0,0,0,1
Cytoplasm_Texture_InfoMeas1_Mito_10_0,Cytoplasm,Texture,InfoMeas1,Mito,10,0,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Cytoplasm_Texture_InfoMeas1_Mito_3_0,Cytoplasm,Texture,InfoMeas1,Mito,3,0,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Cytoplasm_Texture_InfoMeas1_Mito_5_0,Cytoplasm,Texture,InfoMeas1,Mito,5,0,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cytoplasm_Texture_InfoMeas2_Mito_10_0,Cytoplasm,Texture,InfoMeas2,Mito,10,0,4,3,398,81,0.57,0.52,0.52,0.19,0.09,0.126186683,0.05,0.99
Cytoplasm_Texture_InfoMeas2_Mito_3_0,Cytoplasm,Texture,InfoMeas2,Mito,3,0,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Cytoplasm_Texture_InfoMeas2_Mito_5_0,Cytoplasm,Texture,InfoMeas2,Mito,5,0,4,3,398,81,0.57,0.52,0.52,0.19,0.09,0.126186683,0.05,0.99
Cytoplasm_Texture_InverseDifferenceMoment_Mito_10_0,Cytoplasm,Texture,InverseDifferenceMoment,Mito,10,0,0,0,401,85,0,0.5,0.59,0.22,0,0,0,1
Cytoplasm_Texture_InverseDifferenceMoment_Mito_3_0,Cytoplasm,Texture,InverseDifferenceMoment,Mito,3,0,8,7,394,77,0.53,0.54,0.54,0.21,0.16,0.168384332,0.09,0.98
Cytoplasm_Texture_InverseDifferenceMoment_Mito_5_0,Cytoplasm,Texture,InverseDifferenceMoment,Mito,5,0,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Cytoplasm_Texture_SumAverage_Mito_10_0,Cytoplasm,Texture,SumAverage,Mito,10,0,11,9,392,74,0.55,0.55,0.55,0.22,0.21,0.204562988,0.13,0.98
Cytoplasm_Texture_SumAverage_Mito_3_0,Cytoplasm,Texture,SumAverage,Mito,3,0,0,0,401,85,0,0.5,0.55,0.21,0,0,0,1
Cytoplasm_Texture_SumAverage_Mito_5_0,Cytoplasm,Texture,SumAverage,Mito,5,0,0,0,401,85,0,0.5,0.55,0.21,0,0,0,1
Cytoplasm_Texture_SumEntropy_Mito_10_0,Cytoplasm,Texture,SumEntropy,Mito,10,0,0,0,401,85,0,0.5,0.53,0.2,0,0,0,1
Cytoplasm_Texture_SumEntropy_Mito_3_0,Cytoplasm,Texture,SumEntropy,Mito,3,0,4,2,399,81,0.67,0.52,0.52,0.2,0.09,0.144734231,0.05,1
Cytoplasm_Texture_SumEntropy_Mito_5_0,Cytoplasm,Texture,SumEntropy,Mito,5,0,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Cytoplasm_Texture_SumVariance_Mito_10_0,Cytoplasm,Texture,SumVariance,Mito,10,0,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cytoplasm_Texture_SumVariance_Mito_3_0,Cytoplasm,Texture,SumVariance,Mito,3,0,0,0,401,85,0,0.5,0.62,0.23,0,0,0,1
Cytoplasm_Texture_SumVariance_Mito_5_0,Cytoplasm,Texture,SumVariance,Mito,5,0,0,0,401,85,0,0.5,0.62,0.23,0,0,0,1
Cytoplasm_Texture_Variance_Mito_10_0,Cytoplasm,Texture,Variance,Mito,10,0,0,0,401,85,0,0.5,0.59,0.23,0,0,0,1
Cytoplasm_Texture_Variance_Mito_3_0,Cytoplasm,Texture,Variance,Mito,3,0,0,0,401,85,0,0.5,0.61,0.22,0,0,0,1
Cytoplasm_Texture_Variance_Mito_5_0,Cytoplasm,Texture,Variance,Mito,5,0,0,0,401,85,0,0.5,0.57,0.23,0,0,0,1
Nuclei_Correlation_Correlation_Mito_AGP,Nuclei,Correlation,Correlation,Mito,AGP,,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Nuclei_Correlation_Correlation_Mito_ER,Nuclei,Correlation,Correlation,Mito,ER,,0,0,401,85,0,0.5,0.61,0.22,0,0,0,1
Nuclei_Correlation_Correlation_Mito_RNA,Nuclei,Correlation,Correlation,Mito,RNA,,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Nuclei_Correlation_Costes_Mito_AGP,Nuclei,Correlation,Costes,Mito,AGP,,0,0,401,85,0,0.5,0.52,0.18,0,0,0,1
Nuclei_Correlation_Costes_Mito_DNA,Nuclei,Correlation,Costes,Mito,DNA,,0,0,401,85,0,0.5,0.51,0.18,0,0,0,1
Nuclei_Correlation_Costes_Mito_ER,Nuclei,Correlation,Costes,Mito,ER,,0,0,401,85,0,0.5,0.5,0.17,0,0,0,1
Nuclei_Correlation_Costes_Mito_RNA,Nuclei,Correlation,Costes,Mito,RNA,,0,0,401,85,0,0.5,0.5,0.17,0,0,0,1
Nuclei_Correlation_K_Mito_AGP,Nuclei,Correlation,K,Mito,AGP,,4,3,398,81,0.57,0.52,0.52,0.19,0.09,0.126186683,0.05,0.99
Nuclei_Correlation_K_Mito_DNA,Nuclei,Correlation,K,Mito,DNA,,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Nuclei_Correlation_K_Mito_ER,Nuclei,Correlation,K,Mito,ER,,12,11,390,73,0.52,0.56,0.56,0.22,0.22,0.203497809,0.14,0.97
Nuclei_Correlation_K_Mito_RNA,Nuclei,Correlation,K,Mito,RNA,,9,6,395,76,0.6,0.55,0.55,0.22,0.18,0.199702657,0.11,0.99
Nuclei_Correlation_Overlap_Mito_AGP,Nuclei,Correlation,Overlap,Mito,AGP,,0,0,401,85,0,0.5,0.53,0.2,0,0,0,1
Nuclei_Correlation_Overlap_Mito_ER,Nuclei,Correlation,Overlap,Mito,ER,,0,0,401,85,0,0.5,0.55,0.21,0,0,0,1
Nuclei_Correlation_Overlap_Mito_RNA,Nuclei,Correlation,Overlap,Mito,RNA,,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Nuclei_Granularity_1_Mito,Nuclei,Granularity,1,Mito,,,0,0,401,85,0,0.5,0.62,0.24,0,0,0,1
Nuclei_Granularity_10_Mito,Nuclei,Granularity,10,Mito,,,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Nuclei_Granularity_11_Mito,Nuclei,Granularity,11,Mito,,,0,0,401,85,0,0.5,0.53,0.18,0,0,0,1
Nuclei_Granularity_12_Mito,Nuclei,Granularity,12,Mito,,,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Nuclei_Granularity_13_Mito,Nuclei,Granularity,13,Mito,,,0,0,401,85,0,0.5,0.51,0.18,0,0,0,1
Nuclei_Granularity_2_Mito,Nuclei,Granularity,2,Mito,,,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Nuclei_Granularity_3_Mito,Nuclei,Granularity,3,Mito,,,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Nuclei_Granularity_4_Mito,Nuclei,Granularity,4,Mito,,,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Nuclei_Granularity_5_Mito,Nuclei,Granularity,5,Mito,,,0,0,401,85,0,0.5,0.61,0.22,0,0,0,1
Nuclei_Granularity_6_Mito,Nuclei,Granularity,6,Mito,,,0,0,401,85,0,0.5,0.64,0.24,0,0,0,1
Nuclei_Granularity_7_Mito,Nuclei,Granularity,7,Mito,,,0,0,401,85,0,0.5,0.58,0.22,0,0,0,1
Nuclei_Granularity_8_Mito,Nuclei,Granularity,8,Mito,,,0,0,401,85,0,0.5,0.58,0.2,0,0,0,1
Nuclei_Granularity_9_Mito,Nuclei,Granularity,9,Mito,,,0,0,401,85,0,0.5,0.56,0.19,0,0,0,1
Nuclei_Intensity_IntegratedIntensity_Mito,Nuclei,Intensity,IntegratedIntensity,Mito,,,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Nuclei_Intensity_IntegratedIntensityEdge_Mito,Nuclei,Intensity,IntegratedIntensityEdge,Mito,,,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Nuclei_Intensity_LowerQuartileIntensity_Mito,Nuclei,Intensity,LowerQuartileIntensity,Mito,,,0,0,401,85,0,0.5,0.54,0.21,0,0,0,1
Nuclei_Intensity_MADIntensity_Mito,Nuclei,Intensity,MADIntensity,Mito,,,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Nuclei_Intensity_MassDisplacement_Mito,Nuclei,Intensity,MassDisplacement,Mito,,,0,0,401,85,0,0.5,0.55,0.19,0,0,0,1
Nuclei_Intensity_MaxIntensity_Mito,Nuclei,Intensity,MaxIntensity,Mito,,,5,2,399,80,0.71,0.53,0.53,0.21,0.11,0.171647563,0.06,1
Nuclei_Intensity_MaxIntensityEdge_Mito,Nuclei,Intensity,MaxIntensityEdge,Mito,,,5,2,399,80,0.71,0.53,0.53,0.21,0.11,0.171647563,0.06,1
Nuclei_Intensity_MeanIntensity_Mito,Nuclei,Intensity,MeanIntensity,Mito,,,0,0,401,85,0,0.5,0.53,0.2,0,0,0,1
Nuclei_Intensity_MeanIntensityEdge_Mito,Nuclei,Intensity,MeanIntensityEdge,Mito,,,6,5,396,79,0.55,0.53,0.53,0.2,0.12,0.148442985,0.07,0.99
Nuclei_Intensity_MedianIntensity_Mito,Nuclei,Intensity,MedianIntensity,Mito,,,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Nuclei_Intensity_MinIntensity_Mito,Nuclei,Intensity,MinIntensity,Mito,,,6,3,398,79,0.67,0.53,0.53,0.21,0.13,0.177819063,0.07,0.99
Nuclei_Intensity_MinIntensityEdge_Mito,Nuclei,Intensity,MinIntensityEdge,Mito,,,6,2,399,79,0.75,0.53,0.53,0.22,0.13,0.195853442,0.07,1
Nuclei_Intensity_StdIntensity_Mito,Nuclei,Intensity,StdIntensity,Mito,,,0,0,401,85,0,0.5,0.53,0.2,0,0,0,1
Nuclei_Intensity_StdIntensityEdge_Mito,Nuclei,Intensity,StdIntensityEdge,Mito,,,5,2,399,80,0.71,0.53,0.53,0.21,0.11,0.171647563,0.06,1
Nuclei_Intensity_UpperQuartileIntensity_Mito,Nuclei,Intensity,UpperQuartileIntensity,Mito,,,0,0,401,85,0,0.5,0.54,0.21,0,0,0,1
Nuclei_Location_CenterMassIntensity_X_Mito,Nuclei,Location,CenterMassIntensity,Mito,X,,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Nuclei_Location_CenterMassIntensity_Y_Mito,Nuclei,Location,CenterMassIntensity,Mito,Y,,5,2,399,80,0.71,0.53,0.53,0.21,0.11,0.171647563,0.06,1
Nuclei_Location_MaxIntensity_X_Mito,Nuclei,Location,MaxIntensity,Mito,X,,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Nuclei_Location_MaxIntensity_Y_Mito,Nuclei,Location,MaxIntensity,Mito,Y,,7,2,399,78,0.78,0.54,0.54,0.22,0.15,0.217995755,0.08,1
Nuclei_RadialDistribution_FracAtD_Mito_1of4,Nuclei,RadialDistribution,FracAtD,Mito,1of4,,4,1,400,81,0.8,0.52,0.52,0.2,0.09,0.167771653,0.05,1
Nuclei_RadialDistribution_FracAtD_Mito_2of4,Nuclei,RadialDistribution,FracAtD,Mito,2of4,,7,5,396,78,0.58,0.53,0.53,0.21,0.14,0.171072544,0.08,0.99
Nuclei_RadialDistribution_FracAtD_Mito_3of4,Nuclei,RadialDistribution,FracAtD,Mito,3of4,,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Nuclei_RadialDistribution_FracAtD_Mito_4of4,Nuclei,RadialDistribution,FracAtD,Mito,4of4,,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Nuclei_RadialDistribution_MeanFrac_Mito_1of4,Nuclei,RadialDistribution,MeanFrac,Mito,1of4,,0,0,401,85,0,0.5,0.59,0.23,0,0,0,1
Nuclei_RadialDistribution_MeanFrac_Mito_2of4,Nuclei,RadialDistribution,MeanFrac,Mito,2of4,,0,0,401,85,0,0.5,0.59,0.22,0,0,0,1
Nuclei_RadialDistribution_MeanFrac_Mito_3of4,Nuclei,RadialDistribution,MeanFrac,Mito,3of4,,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Nuclei_RadialDistribution_MeanFrac_Mito_4of4,Nuclei,RadialDistribution,MeanFrac,Mito,4of4,,0,0,401,85,0,0.5,0.55,0.21,0,0,0,1
Nuclei_RadialDistribution_RadialCV_Mito_1of4,Nuclei,RadialDistribution,RadialCV,Mito,1of4,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Nuclei_RadialDistribution_RadialCV_Mito_2of4,Nuclei,RadialDistribution,RadialCV,Mito,2of4,,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Nuclei_RadialDistribution_RadialCV_Mito_3of4,Nuclei,RadialDistribution,RadialCV,Mito,3of4,,0,0,401,85,0,0.5,0.61,0.23,0,0,0,1
Nuclei_RadialDistribution_RadialCV_Mito_4of4,Nuclei,RadialDistribution,RadialCV,Mito,4of4,,0,0,401,85,0,0.5,0.51,0.19,0,0,0,1
Nuclei_Texture_AngularSecondMoment_Mito_10_0,Nuclei,Texture,AngularSecondMoment,Mito,10,0,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Nuclei_Texture_AngularSecondMoment_Mito_3_0,Nuclei,Texture,AngularSecondMoment,Mito,3,0,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Nuclei_Texture_AngularSecondMoment_Mito_5_0,Nuclei,Texture,AngularSecondMoment,Mito,5,0,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Nuclei_Texture_Contrast_Mito_10_0,Nuclei,Texture,Contrast,Mito,10,0,4,3,398,81,0.57,0.52,0.52,0.19,0.09,0.126186683,0.05,0.99
Nuclei_Texture_Contrast_Mito_3_0,Nuclei,Texture,Contrast,Mito,3,0,6,4,397,79,0.6,0.53,0.53,0.2,0.13,0.162197887,0.07,0.99
Nuclei_Texture_Contrast_Mito_5_0,Nuclei,Texture,Contrast,Mito,5,0,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Nuclei_Texture_Correlation_Mito_10_0,Nuclei,Texture,Correlation,Mito,10,0,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Nuclei_Texture_Correlation_Mito_3_0,Nuclei,Texture,Correlation,Mito,3,0,0,0,401,85,0,0.5,0.6,0.22,0,0,0,1
Nuclei_Texture_Correlation_Mito_5_0,Nuclei,Texture,Correlation,Mito,5,0,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Nuclei_Texture_DifferenceEntropy_Mito_10_0,Nuclei,Texture,DifferenceEntropy,Mito,10,0,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Nuclei_Texture_DifferenceEntropy_Mito_3_0,Nuclei,Texture,DifferenceEntropy,Mito,3,0,6,3,398,79,0.67,0.53,0.53,0.21,0.13,0.177819063,0.07,0.99
Nuclei_Texture_DifferenceEntropy_Mito_5_0,Nuclei,Texture,DifferenceEntropy,Mito,5,0,0,0,401,85,0,0.5,0.57,0.22,0,0,0,1
Nuclei_Texture_DifferenceVariance_Mito_10_0,Nuclei,Texture,DifferenceVariance,Mito,10,0,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
